n_gen;avg_fitness;min_fitness;max_fitness;std_fitness;avg_mut_step_size;std_mut_step_size;best_individual
10;91.17183611484171;90.32482618476618;92.27699002086159;0.8979539310207533;0.9637217649677483;0.06632657184014924;"{'weights_and_biases': array([ 1.5036816 , -1.99094568, -0.15189224, ...,  0.34490842,
       -4.29162458,  4.00762523]), 'mut_step_size': 0.930842282911542, 'fitness': 92.27699002086159, 'individual_gain': 76}"
11;90.7423287652554;90.32482618476618;92.07274631484279;0.6421076814989229;0.9340534190230951;0.07540346249290651;"{'weights_and_biases': array([ 0.58385119, -1.99094568, -0.15189224, ...,  0.34490842,
       -4.22838893,  5.15609971]), 'mut_step_size': 0.8928689464630436, 'fitness': 92.07274631484279, 'individual_gain': 70}"
12;92.25100625701667;91.80150296873417;92.57611947915372;0.2885672243196625;0.8927006877897721;0.005793488387985624;"{'weights_and_biases': array([ 0.10483301, -1.50460986, -0.15189224, ...,  0.34490842,
       -4.11404442,  5.31427775]), 'mut_step_size': 0.8803461637703816, 'fitness': 92.51240366476762, 'individual_gain': 76}"
13;91.47208087744323;90.32482618476618;92.55014399275046;0.7110764628658498;0.9026259817381588;0.00896369533777288;"{'weights_and_biases': array([ 0.44664944, -1.94241227, -0.15189224, ...,  0.64735963,
       -4.22838893,  5.15609971]), 'mut_step_size': 0.9027621809488813, 'fitness': 92.55014399275046, 'individual_gain': 76}"
14;91.73316739346403;91.40956741322127;92.51240366476762;0.2950955004313376;0.8833533747366481;0.00856180333783851;"{'weights_and_biases': array([ 0.10483301, -1.50460986, -0.15189224, ...,  0.34490842,
       -4.11404442,  5.31427775]), 'mut_step_size': 0.8803461637703816, 'fitness': 92.51240366476762, 'individual_gain': 76}"
15;92.23327698969511;91.72482618476617;92.60278772623587;0.39291653270007004;0.8839484021124265;0.012032327002321097;"{'weights_and_biases': array([ 0.58385119, -1.99094568, -1.09368612, ..., -0.12170345,
       -3.73513978,  5.15609971]), 'mut_step_size': 0.8996978832754892, 'fitness': 92.57611947915372, 'individual_gain': 76}"
16;92.04629745809838;91.72482618476617;92.57611947915372;0.38915667733084147;0.8812838396413177;0.006855238537359829;"{'weights_and_biases': array([-0.02154066, -1.49327552,  0.34209054, ...,  0.34889452,
       -3.35691921,  5.31427775]), 'mut_step_size': 0.867809233667628, 'fitness': 92.48801221164345, 'individual_gain': 76}"
17;91.30777497944621;90.32482618476618;92.57611947915372;0.8140996395350201;0.870536389465786;0.01680477038071084;"{'weights_and_biases': array([ 0.61505455,  0.18094209,  0.14386654, ...,  1.42027785,
       -3.22244371,  4.4232737 ]), 'mut_step_size': 0.8308548902005523, 'fitness': 92.57611947915372, 'individual_gain': 76}"
18;92.32584090852308;91.87274631484279;92.57611947915372;0.2604173471648679;0.8412164089508719;0.01686282438452851;"{'weights_and_biases': array([ 0.61505455,  0.17961049,  0.14386654, ...,  0.38721316,
       -3.35563472,  3.67795528]), 'mut_step_size': 0.8740240072964521, 'fitness': 92.36889138314541, 'individual_gain': 76}"
19;92.20549518556722;91.73109579777977;92.57611947915372;0.24894218680173666;0.8551268097411263;0.019603547401649334;"{'weights_and_biases': array([ 0.61505455,  0.17961049,  0.14386654, ...,  0.38721316,
       -3.35563472,  3.67795528]), 'mut_step_size': 0.8740240072964521, 'fitness': 92.36889138314541, 'individual_gain': 76}"
20;91.93841260848524;91.58506424239101;92.57237888630937;0.38991044466687497;0.8437287940366502;0.017818343335672577;"{'weights_and_biases': array([ 0.08853415,  1.24560398,  0.11570092, ..., -0.31633143,
       -5.01277793,  3.57835788]), 'mut_step_size': 0.8102134920106802, 'fitness': 92.57237888630937, 'individual_gain': 82}"
21;92.32188630096235;91.72482618476617;92.57237888630937;0.3099389005350323;0.8233605161564276;0.02084612795701818;"{'weights_and_biases': array([ 0.08853415,  1.24560398,  0.11570092, ..., -0.31633143,
       -5.01277793,  3.57835788]), 'mut_step_size': 0.8102134920106802, 'fitness': 92.57237888630937, 'individual_gain': 82}"
22;91.81677475559647;91.00704314910979;92.57237888630937;0.5562702018575856;0.8053135312018995;0.009996415269066231;"{'weights_and_biases': array([ 0.08853415,  1.24560398,  0.11570092, ..., -0.31633143,
       -5.01277793,  3.57835788]), 'mut_step_size': 0.8102134920106802, 'fitness': 92.57237888630937, 'individual_gain': 82}"
23;91.16307313243367;90.17964417492168;92.67603602059674;1.0428471276056226;0.8168676794976145;0.019447177855537724;"{'weights_and_biases': array([ 0.08853415,  1.24560398,  0.11570092, ..., -0.31633143,
       -5.01277793,  3.57835788]), 'mut_step_size': 0.8102134920106802, 'fitness': 92.57237888630937, 'individual_gain': 82}"
24;92.66325315508266;92.56956207860756;92.71859563501553;0.04966087564358171;0.8312075957825853;0.008849125821818125;"{'weights_and_biases': array([ 1.52400827, -0.34035103,  1.35307458, ...,  0.04169776,
       -4.71496912,  4.94652068]), 'mut_step_size': 0.8255349082913914, 'fitness': 92.67603602059674, 'individual_gain': 78}"
